Num Qubits,Time,Shots,Num Ancilla,Exact Eigenvalue,Expected Phase,Most Probable Bitstring,Estimated Phase,Estimated Eigenvalue,Eigenvalue Error,Alpha,QDRIFT Implementation
2,0.053000000000000005,1000,5,(2.4+0j),0.02024450876128909,00001,0.03125,3.7047083179124916,1.3047083179124916,4.4,exponential invocations of qdrift channel
2,0.52,1000,5,(2.4+0j),0.19862536897868538,01110,0.4375,5.286333792098209,2.8863337920982093,4.4,exponential invocations of qdrift channel
2,0.22,1000,5,(2.4+0j),0.08403380995252074,00010,0.0625,1.7849958259032916,0.6150041740967083,4.4,exponential invocations of qdrift channel
2,0.84,1000,5,(2.4+0j),0.320856365273261,10010,0.5625,4.207490161057759,1.8074901610577592,4.4,exponential invocations of qdrift channel
2,0.53,1000,5,(2.4+0j),0.20244508761289087,01100,0.375,4.44564998149499,2.0456499814949898,4.4,exponential invocations of qdrift channel
2,0.058,1000,5,(2.4+0j),0.02215436807839183,00001,0.03125,3.3853369111958975,0.9853369111958976,4.4,exponential invocations of qdrift channel
2,0.23,1000,5,(2.4+0j),0.08785352858672624,00100,0.125,3.4147746234671663,1.0147746234671664,4.4,exponential invocations of qdrift channel
2,0.54,1000,5,(2.4+0j),0.20626480624709637,01101,0.40625,4.726933390817976,2.326933390817976,4.4,exponential invocations of qdrift channel
2,0.85,1000,5,(2.4+0j),0.3246760839074665,10010,0.5625,4.15799027681002,1.7579902768100202,4.4,exponential invocations of qdrift channel
2,0.063,1000,5,(2.4+0j),0.024064227395494575,00001,0.03125,3.1166593785613026,0.7166593785613027,4.4,exponential invocations of qdrift channel
2,0.24,1000,5,(2.4+0j),0.09167324722093172,00101,0.15625,4.09061543436171,1.69061543436171,4.4,exponential invocations of qdrift channel
2,0.86,1000,5,(2.4+0j),0.328495802541672,10010,0.5625,4.109641552661067,1.709641552661067,4.4,exponential invocations of qdrift channel
2,0.55,1000,5,(2.4+0j),0.21008452488130186,01110,0.4375,4.997988312529216,2.5979883125292162,4.4,exponential invocations of qdrift channel
2,0.068,1000,5,(2.4+0j),0.025974086712597322,00001,0.03125,2.887493247784736,0.487493247784736,4.4,exponential invocations of qdrift channel
2,0.25,1000,5,(2.4+0j),0.0954929658551372,00101,0.15625,3.9269908169872414,1.5269908169872415,4.4,exponential invocations of qdrift channel
2,0.87,1000,5,(2.4+0j),0.3323155211758775,10010,0.5625,4.062404293435077,1.6624042934350771,4.4,exponential invocations of qdrift channel
2,0.56,1000,5,(2.4+0j),0.21390424351550735,01101,0.40625,4.558114341145905,2.158114341145905,4.4,exponential invocations of qdrift channel
2,0.07300000000000001,1000,5,(2.4+0j),0.02788394602970007,00001,0.03125,2.689719737662494,0.28971973766249404,4.4,exponential invocations of qdrift channel
2,0.88,1000,5,(2.4+0j),0.336135239810083,10100,0.625,4.462489564758229,2.0624895647582293,4.4,exponential invocations of qdrift channel
2,0.26,1000,5,(2.4+0j),0.09931268448934269,00011,0.09375,2.265571625184947,0.134428374815053,4.4,exponential invocations of qdrift channel
2,0.5700000000000001,1000,5,(2.4+0j),0.21772396214971285,01110,0.4375,4.822620301563278,2.422620301563278,4.4,exponential invocations of qdrift channel
2,0.078,1000,5,(2.4+0j),0.02979380534680281,00001,0.03125,2.5173018057610523,0.11730180576105242,4.4,exponential invocations of qdrift channel
2,0.02,1000,10,(2.4+0j),0.007639437268410976,0000001000,0.0078125,2.454369260617026,0.05436926061702607,4.4,exponential invocations of qdrift channel
2,0.27,1000,5,(2.4+0j),0.10313240312354818,00101,0.15625,3.6361026083215195,1.2361026083215196,4.4,exponential invocations of qdrift channel
2,0.89,1000,5,(2.4+0j),0.33995495844428847,10010,0.5625,3.9711143093129406,1.5711143093129407,4.4,exponential invocations of qdrift channel
2,0.58,1000,5,(2.4+0j),0.2215436807839183,01110,0.4375,4.739471675674257,2.339471675674257,4.4,exponential invocations of qdrift channel
2,0.083,1000,5,(2.4+0j),0.031703664663905555,00001,0.03125,2.365657118667013,0.03434288133298713,4.4,exponential invocations of qdrift channel
2,0.9,1000,5,(2.4+0j),0.34377467707849396,10011,0.59375,4.145156973486532,1.7451569734865324,4.4,exponential invocations of qdrift channel
2,0.59,1000,5,(2.4+0j),0.2253633994181238,01110,0.4375,4.659141647272999,2.259141647272999,4.4,exponential invocations of qdrift channel
2,0.28,1000,5,(2.4+0j),0.10695212175775368,00101,0.15625,3.5062418008814653,1.1062418008814654,4.4,exponential invocations of qdrift channel
2,0.08800000000000001,1000,5,(2.4+0j),0.0336135239810083,00001,0.03125,2.231244782379114,0.16875521762088574,4.4,exponential invocations of qdrift channel
2,0.91,1000,5,(2.4+0j),0.34759439571269946,10010,0.5625,3.8838370717456234,1.4838370717456235,4.4,exponential invocations of qdrift channel
2,0.29,1000,5,(2.4+0j),0.11077184039195916,00110,0.1875,4.062404293435078,1.662404293435078,4.4,exponential invocations of qdrift channel
2,0.6,1000,5,(2.4+0j),0.22918311805232927,01111,0.46875,4.908738521234052,2.508738521234052,4.4,exponential invocations of qdrift channel
2,0.093,1000,5,(2.4+0j),0.035523383298111035,00001,0.03125,2.1112853854770117,0.2887146145229882,4.4,exponential invocations of qdrift channel
2,0.0001,1000,10,(2.4+0j),3.8197186342054885e-05,0000000000,0.0,0.0,2.4,4.4,exponential invocations of qdrift channel
2,0.3,1000,5,(2.4+0j),0.11459155902616464,00100,0.125,2.6179938779914944,0.2179938779914945,4.4,exponential invocations of qdrift channel
2,0.92,1000,5,(2.4+0j),0.35141411434690495,10010,0.5625,3.841621451400562,1.4416214514005623,4.4,exponential invocations of qdrift channel
2,0.098,1000,5,(2.4+0j),0.03743324261521378,00001,0.03125,2.0035667433608375,0.3964332566391624,4.4,exponential invocations of qdrift channel
2,0.61,1000,5,(2.4+0j),0.23300283668653476,01111,0.46875,4.828267397935132,2.4282673979351324,4.4,exponential invocations of qdrift channel
2,0.93,1000,5,(2.4+0j),0.35523383298111044,10100,0.625,4.222570770954023,1.8225707709540226,4.4,exponential invocations of qdrift channel
2,0.31,1000,5,(2.4+0j),0.11841127766037013,00011,0.09375,1.9001568469293104,0.4998431530706895,4.4,exponential invocations of qdrift channel
2,0.01,1000,5,(2.4+0j),0.003819718634205488,00000,0.0,0.0,2.4,4.4,exponential invocations of qdrift channel
2,0.62,1000,5,(2.4+0j),0.23682255532074026,01111,0.46875,4.750392117323275,2.3503921173232754,4.4,exponential invocations of qdrift channel
2,0.9400000000000001,1000,5,(2.4+0j),0.35905355161531594,10011,0.59375,3.9687673150402967,1.5687673150402968,4.4,exponential invocations of qdrift channel
2,0.32,1000,5,(2.4+0j),0.12223099629457562,00111,0.21875,4.295146206079795,1.895146206079795,4.4,exponential invocations of qdrift channel
2,0.02,1000,5,(2.4+0j),0.007639437268410976,00000,0.0,0.0,2.4,4.4,exponential invocations of qdrift channel
2,0.63,1000,5,(2.4+0j),0.24064227395494575,01111,0.46875,4.6749890678419534,2.2749890678419535,4.4,exponential invocations of qdrift channel
2,0.9500000000000001,1000,5,(2.4+0j),0.36287327024952143,10100,0.625,4.133674544197096,1.7336745441970964,4.4,exponential invocations of qdrift channel
2,0.33,1000,5,(2.4+0j),0.12605071492878112,00110,0.1875,3.569991651806583,1.169991651806583,4.4,exponential invocations of qdrift channel
2,0.03,1000,5,(2.4+0j),0.011459155902616465,00000,0.0,0.0,2.4,4.4,exponential invocations of qdrift channel
2,0.64,1000,5,(2.4+0j),0.24446199258915124,01111,0.46875,4.601942363656923,2.2019423636569235,4.4,exponential invocations of qdrift channel
2,0.96,1000,5,(2.4+0j),0.36669298888372687,10011,0.59375,3.8860846626436243,1.4860846626436244,4.4,exponential invocations of qdrift channel
2,0.34,1000,5,(2.4+0j),0.1298704335629866,01000,0.25,4.6199891964555775,2.2199891964555776,4.4,exponential invocations of qdrift channel
2,0.65,1000,5,(2.4+0j),0.24828171122335674,01111,0.46875,4.531143250369894,2.131143250369894,4.4,exponential invocations of qdrift channel
2,0.03,1000,10,(2.4+0j),0.011459155902616465,0000001100,0.01171875,2.454369260617026,0.05436926061702607,4.4,exponential invocations of qdrift channel
2,0.0002,1000,10,(2.4+0j),7.639437268410977e-05,0000000000,0.0,0.0,2.4,4.4,exponential invocations of qdrift channel
2,0.33,1000,10,(2.4+0j),0.12605071492878112,0010100110,0.162109375,3.0865552822911084,0.6865552822911085,4.4,exponential invocations of qdrift channel
2,0.79,1000,10,(2.4+0j),0.30175777210223353,1000101000,0.5390625,4.287379214748729,1.8873792147487287,4.4,exponential invocations of qdrift channel
2,0.04,1000,10,(2.4+0j),0.015278874536821953,0000010000,0.015625,2.454369260617026,0.05436926061702607,4.4,exponential invocations of qdrift channel
2,0.0004,1000,10,(2.4+0j),0.00015278874536821954,0000000000,0.0,0.0,2.4,4.4,exponential invocations of qdrift channel
