ham,num_system_qubits,num_ancilla,time,segments,replication_seed,n_circuits,n_shots,depth,size,peak_MB,runtime,exact_eig,most_likely_bs,est_energy_med,est_energy_mean,est_energy_std,est_energy_min,est_energy_max,estimation_error,alpha,counts
ising,2,6,0.0011391885152110507,1,42,1,1,129,151,158.55859375,1.1361647000003359,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.0014352875901128893,1,42,1,1,129,151,158.52734375,1.117735900000298,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.0015501963398126943,1,42,1,1,129,151,158.4375,1.1089362000002438,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.0016743046540099089,1,42,1,1,129,151,158.57421875,1.106943300000239,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.001953125,1,42,1,1,129,151,158.71484375,1.1161449000001085,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.0009765625,1,42,1,1,129,151,158.46484375,1.1292731000003187,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.0018083490474361146,1,42,1,1,129,151,158.3984375,1.1063868999999613,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.0010547458387620175,1,42,1,1,129,151,158.1796875,1.1308491999998296,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.0013288964845452902,1,42,1,1,129,151,158.7109375,1.1572704000000158,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.002109491677524035,1,42,1,1,129,151,159.41796875,1.1183941999997842,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.0022783770304221013,1,42,1,1,129,151,159.5,1.1040778999995382,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.0012303916502879625,1,42,1,1,129,151,159.37890625,1.1746921000003567,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.0026577929690905803,1,42,1,1,129,151,162.99609375,0.708394500000395,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.0036166980948722292,1,42,1,1,129,151,163.24609375,0.7133654999997816,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.0031003926796253885,1,42,1,1,129,151,163.2578125,0.7169309999999314,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.002460783300575925,1,42,1,1,129,151,163.11328125,0.7334293000003527,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.004556754060844206,1,42,1,1,129,151,163.4140625,0.6910815999999613,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.00390625,1,42,1,1,129,151,162.75,0.7347442999998748,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.0028705751802257785,1,42,1,1,129,151,163.01953125,0.7759949999999662,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.0049215666011518475,1,42,1,1,129,151,162.93359375,0.7276767000003019,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.00421898335504807,1,42,1,1,129,151,162.734375,0.7681553000002168,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.0033486093080198178,1,42,1,1,129,151,162.64453125,0.7817147000005207,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.005741150360451557,1,42,1,1,129,151,163.0,0.7409784999999829,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.005315585938181161,1,42,1,1,129,151,162.921875,0.7489277999993647,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.006697218616039631,1,42,1,1,129,151,163.609375,0.6869200999999521,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.006200785359250777,1,42,1,1,129,151,163.2109375,0.7040719999995417,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.00843796671009614,1,42,1,1,129,151,162.6875,0.6778340999999273,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.0078125,1,42,1,1,129,151,163.42578125,0.7015992000006008,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.0072333961897444584,1,42,1,1,129,151,163.5,0.7305095000001529,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.009113508121688405,1,42,1,1,129,151,163.06640625,0.7339640000000145,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.012401570718501554,1,42,1,1,129,151,163.01171875,0.7252213000001575,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.009843133202303695,1,42,1,1,129,151,163.30859375,0.7411089000006541,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.011482300720903114,1,42,1,1,129,151,163.0625,0.7339057999997749,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.014466792379488917,1,42,1,1,129,151,163.19921875,0.7074249999996027,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.013394437232079262,1,42,1,1,129,151,163.31640625,0.7165430999993987,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.010631171876362321,1,42,1,1,129,151,163.296875,0.7486859999999069,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.01687593342019228,1,42,1,1,129,151,163.34375,0.6767798000000766,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.018227016243376824,1,42,1,1,129,151,162.94140625,0.6794307000000117,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.015625,1,42,1,1,129,151,163.921875,0.7009384999992108,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.01968626640460739,1,42,1,1,129,151,163.62890625,0.6739447999998447,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.021262343752724643,1,42,1,1,129,151,163.6953125,0.6731896000001143,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.022964601441806228,1,42,1,1,129,151,163.234375,0.6726054999999178,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.024803141437003108,1,42,1,1,129,151,163.1484375,0.6808436000001166,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.03125,1,42,1,1,129,151,163.453125,0.6967913000007684,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.028933584758977816,1,42,1,1,129,151,163.25390625,0.7131841999998869,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.03645403248675365,1,42,1,1,129,151,163.5390625,0.6975065999995422,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.026788874464158525,1,42,1,1,129,151,163.48828125,0.7439153000004808,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.03375186684038456,1,42,1,1,129,151,163.46875,0.7383308000007673,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.03937253280921478,1,42,1,1,129,151,163.546875,0.7255724999995437,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.04252468750544926,1,42,1,1,129,151,163.3203125,0.7446181000004799,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.045929202883612456,1,42,1,1,129,151,163.9375,0.738421400000334,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.049606282874006216,1,42,1,1,129,151,163.85546875,0.756899500000145,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.05786716951795563,1,42,1,1,129,151,163.7890625,0.7526414999992994,3.1240998703626572,000010,3.39310774114218,3.39310774114218,0,3.39310774114218,3.39310774114218,0.26900787077952293,4.4,"{""000010"": 1}"
ising,2,6,0.05357774892831705,1,42,1,1,129,151,163.8125,0.7786206999999195,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.07290806497350724,1,42,1,1,129,151,163.3828125,0.7064878000001045,3.1240998703626572,000100,5.3862227977305395,5.3862227977305395,0,5.3862227977305395,5.3862227977305395,2.2621229273678822,4.4,"{""000100"": 1}"
ising,2,6,0.0625,1,42,1,1,129,151,163.28515625,0.744457899999361,3.1240998703626572,000010,3.141592653589793,3.141592653589793,0,3.141592653589793,3.141592653589793,0.017492783227135877,4.4,"{""000010"": 1}"
ising,2,6,0.06750373368076912,1,42,1,1,129,151,163.734375,0.7485667000000831,3.1240998703626572,000100,5.817442388532632,5.817442388532632,0,5.817442388532632,5.817442388532632,2.6933425181699744,4.4,"{""000100"": 1}"
ising,2,6,0.07874506561842956,1,42,1,1,129,151,163.71484375,0.752846700000191,3.1240998703626572,000100,4.986967483164006,4.986967483164006,0,4.986967483164006,4.986967483164006,1.8628676128013484,4.4,"{""000100"": 1}"
ising,2,6,0.09185840576722491,1,42,1,1,129,151,163.48046875,0.7305751000003511,3.1240998703626572,000100,4.275047867626276,4.275047867626276,0,4.275047867626276,4.275047867626276,1.1509479972636192,4.4,"{""000100"": 1}"
ising,2,6,0.08504937501089851,1,42,1,1,129,151,163.51953125,0.7516928000004555,3.1240998703626572,000100,4.617307083660548,4.617307083660548,0,4.617307083660548,4.617307083660548,1.4932072132978909,4.4,"{""000100"": 1}"
