Num Qubits,Time,Shots,Num Ancilla,Exact Eigenvalue,Expected Phase,Most Probable Bitstring,Estimated Phase,Estimated Eigenvalue,Eigenvalue Error,Alpha,QDRIFT Implementation,type of Hamiltonian,Num Random Circuits,Num Shots per Circuit,Circuit Depth,qDRIFT samples per invocation of qDRIFT channel,Raw results
2,0.001,1024,8,(2.561249694973137+0j),0.00040763554944758394,00000000,0.0,0.0,2.561249694973137,3.5999999999999996,exponential invocations of qdrift channel,Ising,1,1024,258,1,"{'11110100': 1, '00000000': 979, '11111111': 12, '00001010': 1, '11111110': 3, '00000001': 17, '00000100': 4, '00000011': 2, '00001000': 1, '00010101': 1, '00000010': 3}"
2,0.008497534359086447,1024,10,(2.561249694973137+0j),0.0034638970874159266,0000000100,0.00390625,2.888331081583164,0.3270813866100273,3.5999999999999996,exponential invocations of qdrift channel,Ising,1,1024,1026,1,"{'0000000011': 253, '1111011100': 1, '0000000100': 565, '0000100110': 1, '0000001111': 2, '1110111101': 1, '0000001010': 7, '1111111000': 1, '0000101010': 1, '0000000001': 15, '1111111101': 7, '0000000101': 38, '1111110110': 1, '0000000110': 14, '1111111111': 4, '0000001011': 2, '1111100100': 1, '0001101000': 1, '0000010001': 2, '0001000100': 1, '0000000010': 36, '0000011101': 3, '1111111100': 6, '0000001001': 3, '1111111001': 1, '0000000000': 6, '0000001100': 9, '0000000111': 9, '0000001000': 10, '0000001101': 3, '0000001110': 1, '1100000110': 1, '1111111110': 8, '1111111011': 2, '1111110100': 3, '1110100110': 1, '0000010011': 1, '1001011011': 1, '0000010000': 1, '1111101011': 1}"
2,0.037649358067924694,1024,10,(2.561249694973137+0j),0.015347216762367309,0000001111,0.0146484375,2.444632577986789,0.11661711698634791,3.5999999999999996,exponential invocations of qdrift channel,Ising,1,1024,1026,1,"{'0000010001': 15, '0000011001': 27, '1111111010': 2, '0000101000': 8, '0000001111': 237, '1111011111': 1, '1111111000': 3, '0011100100': 1, '0000000001': 17, '0000001110': 21, '1111100111': 8, '0000000010': 3, '0000111111': 3, '0000100001': 70, '0000100000': 21, '0001001111': 2, '1111101011': 3, '1011100111': 1, '1111110000': 13, '1111000001': 5, '0000100111': 6, '0010100001': 1, '0000001000': 3, '1111110001': 52, '0000111110': 2, '0000100010': 6, '0000001011': 2, '1111101111': 11, '0001100001': 3, '0000100011': 4, '0000111101': 1, '0011101111': 1, '0000001100': 17, '0000010000': 54, '0001000001': 10, '0000000111': 8, '0001110111': 2, '0000001101': 11, '0110100001': 1, '1011100001': 2, '1111101101': 3, '1111111111': 64, '0101110001': 1, '1111110011': 7, '0000000000': 22, '0000011111': 5, '1111100100': 3, '0001101000': 1, '0000010111': 11, '1011100110': 1, '1111101100': 2, '1010000001': 1, '1111101001': 6, '1111111110': 6, '0000110010': 1, '1001100001': 1, '1110100001': 2, '0000010100': 9, '0000011000': 13, '1111100110': 1, '1111100000': 6, '1011101101': 1, '1111100001': 20, '1111111100': 3, '0011110000': 2, '1111100010': 2, '0001100000': 2, '1111111101': 6, '0000101001': 1, '0000011100': 7, '0000101111': 2, '0000110001': 7, '1111110101': 1, '0110000001': 1, '1110111000': 1, '0000110111': 2, '1111111001': 13, '0000011101': 3, '0001000000': 5, '0100100000': 1, '0000010101': 2, '0011111000': 1, '1111100011': 5, '1101100000': 1, '1101111111': 1, '0011000010': 1, '0011100010': 1, '1111110111': 5, '0001001101': 1, '0001110001': 4, '1110011111': 2, '1100001000': 1, '0111011111': 1, '0000011110': 1, '1110000100': 1, '0000111000': 3, '1111110110': 2, '0000000100': 1, '0011101100': 1, '1111110010': 2, '1111101110': 2, '0000001010': 2, '1111110100': 5, '0000101101': 3, '0001111111': 2, '1111101000': 6, '0001101001': 3, '0000010011': 4, '0001000100': 1, '0001000010': 1, '0011100001': 4, '0001110110': 1, '1110000000': 1, '1100011111': 2, '0001110000': 1, '1011110000': 1, '0010100000': 1, '0000001001': 6, '0000010010': 2, '0000100100': 3, '1011110001': 2, '0101110011': 1, '1111011001': 1, '0111001111': 1, '0011111111': 1, '1110101111': 1, '0000000101': 1, '0001101010': 1, '1111010001': 1, '1110111111': 1, '0000010110': 2, '1101000001': 1, '0000000011': 1, '0010110001': 1, '0001011111': 1, '0001100111': 2, '1111111011': 1, '1111000000': 1, '1111000101': 1, '1101101101': 1, '0011110001': 1, '1101100001': 1, '0101000001': 1, '1101110001': 1, '0000110000': 2, '0001111100': 1, '1001111111': 1, '0001001000': 1}"
2,0.01788649529057435,1024,10,(2.561249694973137+0j),0.007291171335464898,0000000111,0.0068359375,2.401334714432966,0.15991498054017095,3.5999999999999996,exponential invocations of qdrift channel,Ising,1,1024,1026,1,"{'1111000100': 1, '0000111110': 1, '0000001011': 17, '1101111000': 2, '0001000100': 1, '0000000010': 16, '0000010000': 12, '1111110001': 3, '0000001000': 296, '0001000001': 1, '0001111101': 1, '0000000111': 405, '0000000100': 3, '0011100000': 1, '0000000101': 22, '0001000000': 1, '0000110001': 1, '0000000110': 39, '1111110101': 1, '1111110000': 3, '0000001001': 34, '1111001111': 1, '0000000000': 12, '1111111001': 25, '0000001010': 14, '1111111101': 9, '0000010001': 10, '1101011010': 1, '0000000001': 6, '1111111000': 14, '1010111100': 1, '0000000011': 21, '0000011011': 2, '1101110111': 1, '1111110011': 1, '1101110000': 1, '0001111001': 5, '1111100011': 1, '0000100000': 2, '0000010010': 2, '1111000001': 1, '1111010011': 1, '0000001101': 4, '0001111000': 5, '1111111011': 3, '0000001100': 4, '1011001101': 1, '0000011000': 2, '0000010011': 2, '1111111111': 2, '1111000000': 1, '0000001111': 1, '1111101110': 1, '0000001110': 1, '0000011010': 1, '1110101101': 1, '0101111000': 1, '1111111110': 1, '0101111001': 1}"
2,0.0019179102616724887,1024,10,(2.561249694973137+0j),0.0007818084033080244,0000000001,0.0009765625,3.199275416667208,0.638025721694071,3.5999999999999996,exponential invocations of qdrift channel,Ising,1,1024,1026,1,"{'0000000001': 910, '0000000110': 2, '1111110001': 2, '0000001000': 1, '0000000000': 46, '1111111001': 1, '1111111010': 2, '1111111111': 11, '0000000010': 21, '0000000111': 2, '1111111100': 2, '1111111101': 2, '1111101101': 1, '1111101110': 1, '0000010111': 1, '0000000011': 4, '1111110111': 2, '0000001001': 1, '1111111110': 2, '0000000100': 4, '1111111011': 2, '0000000101': 2, '1111010100': 1, '0000001011': 1}"
2,0.004037017258596553,1024,10,(2.561249694973137+0j),0.0016456317483373852,0000000010,0.001953125,3.039830032173647,0.4785803372005102,3.5999999999999996,exponential invocations of qdrift channel,Ising,1,1024,1026,1,"{'0000000010': 696, '0000001010': 1, '1111111000': 1, '0000110110': 1, '0000000001': 162, '0000000101': 8, '1111111101': 6, '1110111110': 1, '1111111001': 4, '0000000000': 20, '0000000011': 52, '0000000100': 19, '0000000110': 9, '1111111100': 3, '1111111110': 9, '0000010110': 1, '0000000111': 1, '1111111011': 2, '1111111111': 8, '0000001111': 1, '1111100011': 1, '0000001001': 1, '1111111010': 5, '1011101100': 1, '0000001011': 1, '0001011110': 1, '1111110101': 1, '0000001101': 1, '0000010000': 1, '0000001100': 1, '0000100011': 1, '1110111000': 1, '0000001000': 1, '1111110111': 1, '0001100010': 1}"
2,0.0093260334688322,1024,8,(2.561249694973137+0j),0.0038016227772339705,00000001,0.00390625,2.631739708869349,0.07049001389621212,3.5999999999999996,exponential invocations of qdrift channel,Ising,1,1024,258,1,"{'00000001': 1008, '00000011': 3, '00000000': 5, '11011111': 1, '00001000': 1, '11111011': 1, '00000010': 1, '11111111': 3, '11111110': 1}"
2,0.04132012400115339,1024,8,(2.561249694973137+0j),0.016843551450452462,00000100,0.015625,2.3759553679447003,0.18529432702843662,3.5999999999999996,exponential invocations of qdrift channel,Ising,1,1024,258,1,"{'11011011': 1, '11001100': 2, '00101101': 1, '00000100': 538, '01111011': 1, '00000001': 16, '11101111': 1, '00001100': 46, '00101100': 2, '00000011': 72, '10000000': 1, '01111100': 1, '00000000': 7, '10011111': 1, '00000111': 21, '11011100': 7, '00000101': 138, '00100110': 1, '11101100': 7, '11111011': 16, '00001110': 1, '01001100': 2, '11111111': 2, '00011100': 4, '00001011': 28, '01101101': 1, '00010001': 1, '11110100': 1, '00011001': 2, '00011011': 1, '00001101': 7, '11111010': 1, '00000110': 14, '11111100': 23, '00001001': 2, '00100001': 1, '11101101': 2, '00001010': 3, '00010101': 1, '11100111': 1, '00000010': 18, '11111101': 8, '11111001': 4, '00001000': 4, '11111110': 1, '10101011': 1, '00010110': 1, '11110110': 1, '00010011': 1, '00101000': 1, '10100100': 1, '11110111': 1, '11110101': 1, '10001100': 1, '11101011': 1, '00100111': 1}"
2,0.001,1024,10,(2.561249694973137+0j),0.00040763554944758394,0000000000,0.0,0.0,2.561249694973137,3.5999999999999996,exponential invocations of qdrift channel,Ising,1,1024,1026,1,"{'1111111111': 57, '1111111010': 5, '1111111001': 2, '0000000000': 564, '1111111000': 1, '0000000001': 252, '1111001110': 1, '0000000011': 16, '0000000010': 50, '1111111100': 3, '1111111101': 10, '0010011110': 1, '0000000100': 11, '0000000101': 6, '1111111110': 15, '1111101111': 1, '1111111011': 2, '0000001001': 1, '1111110000': 1, '0000001000': 5, '0000110001': 1, '0000000110': 2, '0000111001': 1, '1111110111': 2, '0000001101': 3, '0000100100': 1, '0000011111': 1, '0000001100': 1, '1110111111': 1, '1111100111': 1, '0000000111': 1, '0000001111': 1, '1111010110': 1, '1111110010': 1, '0000011010': 1, '0010001010': 1}"
2,0.019630406500402715,1024,8,(2.561249694973137+0j),0.008002051539671083,00000010,0.0078125,2.500579150581191,0.06067054439194575,3.5999999999999996,exponential invocations of qdrift channel,Ising,1,1024,258,1,"{'11001110': 1, '00000010': 680, '11111110': 86, '00000001': 62, '11100110': 1, '00000011': 83, '01111110': 1, '00000110': 23, '00001111': 3, '00001110': 11, '00000111': 5, '00000101': 17, '11111111': 17, '00001001': 2, '11111101': 9, '11110111': 1, '11110110': 3, '11101101': 1, '00010101': 1, '00000100': 3, '00010110': 1, '00001101': 1, '00000000': 4, '11111011': 1, '11110100': 1, '00001000': 1, '00010111': 1, '01101110': 1, '11110101': 1, '11111100': 1, '10110110': 1}"
2,0.00210490414451202,1024,8,(2.561249694973137+0j),0.0008580337574826538,00000000,0.0,0.0,2.561249694973137,3.5999999999999996,exponential invocations of qdrift channel,Ising,1,1024,258,1,"{'00101010': 1, '00000001': 71, '11111110': 7, '11111101': 4, '00000000': 880, '11111111': 27, '00000010': 13, '00000100': 4, '11110111': 1, '11111100': 2, '00001110': 1, '00001000': 1, '11111011': 2, '00000110': 1, '00001001': 1, '00000101': 2, '00000011': 4, '11110001': 1, '11111001': 1}"
2,0.004430621457583882,1024,8,(2.561249694973137+0j),0.0018060788122564611,00000000,0.0,0.0,2.561249694973137,3.5999999999999996,exponential invocations of qdrift channel,Ising,1,1024,258,1,"{'01001111': 1, '11000111': 1, '00011001': 2, '00000000': 489, '00000001': 337, '11011101': 1, '11100111': 1, '00000010': 56, '00011100': 2, '11111111': 46, '11111100': 7, '00001101': 1, '11110101': 3, '11110111': 4, '11111110': 12, '11111101': 9, '00010001': 1, '00000011': 14, '00000100': 7, '11111010': 1, '00000110': 4, '11111011': 4, '00101001': 1, '00001011': 2, '11101000': 1, '00010101': 1, '00001010': 1, '00001000': 2, '00011011': 1, '10100111': 1, '00010011': 1, '00000101': 1, '00000111': 1, '00001001': 1, '00010110': 1, '11110011': 1, '11111000': 2, '00001110': 1, '11110010': 1, '00001100': 1}"
2,0.0010974987654930556,1024,8,(2.561249694973137+0j),0.0004473795122898068,00000000,0.0,0.0,2.561249694973137,3.5999999999999996,exponential invocations of qdrift channel,Ising,1,1024,258,1,"{'11111101': 1, '00000000': 987, '00000001': 15, '11100111': 1, '00000010': 2, '11111111': 9, '11111100': 1, '11111001': 2, '00110001': 1, '11110110': 1, '00000100': 1, '11110001': 1, '11111110': 1, '00000101': 1}"
2,0.0093260334688322,1024,10,(2.561249694973137+0j),0.0038016227772339705,0000000100,0.00390625,2.631739708869349,0.07049001389621212,3.5999999999999996,exponential invocations of qdrift channel,Ising,1,1024,1026,1,"{'0000000100': 923, '0000110001': 1, '0000000110': 8, '0001111100': 1, '0000000010': 19, '0000101100': 1, '0000000011': 25, '0000000101': 25, '0001001100': 1, '0000000111': 3, '1111110001': 1, '0000001000': 1, '1111111110': 1, '1100000100': 1, '1110011100': 1, '0000011100': 1, '1111011000': 1, '1111111111': 1, '0000001100': 3, '1111110010': 1, '0000111100': 1, '0101111100': 1, '0000001010': 1, '0000000001': 1, '0000001001': 1}"
2,0.004430621457583882,1024,10,(2.561249694973137+0j),0.0018060788122564611,0000000010,0.001953125,2.7697799102379745,0.20853021526483762,3.5999999999999996,exponential invocations of qdrift channel,Ising,1,1024,1026,1,"{'1111111100': 3, '0000000010': 930, '0000000101': 2, '0000000011': 16, '1111001110': 1, '0000000000': 16, '0000000001': 22, '1111111110': 9, '0000100010': 1, '0000111110': 2, '0000100000': 1, '0000010110': 1, '0000000100': 6, '0000001110': 7, '0000001000': 1, '1111110000': 1, '1111111111': 2, '0000000111': 1, '0000000110': 1, '1111111101': 1}"
2,0.04132012400115339,1024,10,(2.561249694973137+0j),0.016843551450452462,0000010000,0.015625,2.3759553679447003,0.18529432702843662,3.5999999999999996,exponential invocations of qdrift channel,Ising,1,1024,1026,1,"{'0011110100': 2, '0000010001': 149, '0001101110': 1, '0000010000': 309, '0000001111': 24, '0001110000': 7, '0000001100': 68, '1111101100': 6, '0101100000': 1, '0110001011': 1, '0000010010': 73, '1111111100': 4, '0000001110': 6, '1110100001': 1, '0000010100': 146, '0000011100': 13, '0000011011': 6, '0011110000': 3, '0100110100': 1, '0000010101': 10, '1111101111': 10, '0000001011': 3, '0000100010': 1, '0101110000': 3, '1111101101': 2, '1011001100': 1, '0000001101': 10, '0000100100': 5, '0000010111': 2, '0000001001': 2, '0010100000': 1, '1111110000': 9, '0000000000': 3, '0000101100': 2, '0000110100': 1, '0001101100': 2, '0000011000': 7, '0111101100': 2, '1111110100': 6, '0001101111': 4, '0000010011': 22, '1101101111': 1, '0000011111': 1, '0000111111': 1, '0000001010': 1, '0010010000': 1, '1111111000': 2, '0011100100': 1, '0111101111': 1, '0000001000': 7, '1011101111': 1, '1001110000': 1, '1101110000': 2, '0000100000': 4, '1100101110': 1, '1011101110': 2, '1111110101': 2, '0000011110': 3, '1011110000': 4, '0000101111': 1, '1111100100': 3, '1111101000': 1, '0000011010': 1, '1111111110': 1, '0000000100': 13, '1111111111': 2, '0101101110': 1, '0000110000': 2, '1111001100': 1, '0101101111': 1, '0000011101': 1, '1111110011': 1, '0000000101': 2, '0001000100': 1, '0001110100': 2, '0000101000': 3, '0000100011': 1, '0111110000': 1, '1111110010': 1, '0001000010': 1, '0011101110': 1, '1101110101': 1, '1111101110': 2, '0000100101': 1, '1101101100': 1, '0011101100': 2, '1011010000': 1, '1101110100': 1, '0111111100': 1, '1011101100': 2, '1101101110': 1, '0111110100': 1, '0001001100': 1, '0010110100': 1, '1000111101': 1}"
2,0.00210490414451202,1024,10,(2.561249694973137+0j),0.0008580337574826538,0000000001,0.0009765625,2.915060606223024,0.3538109112498873,3.5999999999999996,exponential invocations of qdrift channel,Ising,1,1024,1026,1,"{'0000000001': 954, '0000000000': 24, '0000000010': 20, '1111100110': 1, '0000000101': 1, '0000010100': 1, '1111110110': 1, '1111111111': 4, '0000000011': 10, '1111111101': 1, '0000001011': 2, '1111111100': 1, '1111111110': 2, '1111111011': 1, '0000000100': 1}"
2,0.019630406500402715,1024,10,(2.561249694973137+0j),0.008002051539671083,0000001000,0.0078125,2.500579150581191,0.06067054439194575,3.5999999999999996,exponential invocations of qdrift channel,Ising,1,1024,1026,1,"{'0000001000': 722, '0000001010': 18, '0000001001': 79, '0111111000': 1, '0001010110': 1, '1111101100': 3, '1111000101': 1, '0000001100': 28, '0001000001': 1, '0000000111': 39, '0000001011': 12, '0000000101': 14, '0000010000': 1, '0000000001': 3, '0000110110': 1, '1111111000': 6, '1111111011': 2, '1111111110': 3, '1111111100': 4, '0000000110': 23, '1111100100': 1, '0000000100': 22, '1111101110': 1, '0001110111': 1, '0000001101': 11, '0000001111': 1, '0000000010': 1, '1101111000': 1, '0000011110': 1, '0000001110': 4, '1111110100': 2, '0000010100': 2, '0000011101': 1, '1111111010': 1, '0000011001': 1, '0000010011': 1, '0000011010': 1, '1101110100': 1, '1111110110': 2, '0000100000': 1, '1111011101': 1, '0000000011': 1, '0000010010': 1, '0000010101': 1, '0000110111': 1}"
