ham,exact_eig,num_system_qubits,num_ancilla,alpha,replication_seed,n_circuits,n_shots,time,segments,most_likely_bs,est_energy_med,est_energy_mean,est_energy_std,estimation_error,max_theoretical_qdrift_error,peak_MB,runtime,top10_py_allocs,counts
1 qubit test,0.8385164807134509,1,10,1.0,42,100,1,0.015625,1,0000000010,0.7853981633974483,0.7579092276785364,0.2790927596413465,0.05311831731600258,0.03224198148434696,1852.1796875,262.06833180000103,,"{""0000000000"": 1, ""0000000001"": 3, ""0000000010"": 93, ""0000000100"": 2, ""1111111100"": 1}"
1 qubit test,0.8385164807134509,1,10,1.0,42,100,1,0.028114301399530202,1,0000000100,0.872996709303984,0.8118869396527053,0.4095648035484424,0.034480228590533124,0.0594808360115417,1845.6328125,261.97083009999915,,"{""0000000010"": 1, ""0000000011"": 5, ""0000000100"": 87, ""0000000101"": 3, ""0000000111"": 1, ""1111110011"": 1, ""1111111111"": 2}"
1 qubit test,0.8385164807134509,1,10,1.0,42,100,10,0.028114301399530202,1,0000000100,0.872996709303984,0.8729967093039852,1.2212453270876722e-15,0.034480228590533124,0.0594808360115417,1860.48046875,264.835767999999,,"{""0000000100"": 100}"
1 qubit test,0.8385164807134509,1,10,1.0,42,100,10,0.015625,1,0000000010,0.7853981633974483,0.7853981633974471,1.2212453270876722e-15,0.05311831731600258,0.03224198148434696,1863.46875,263.7432427999993,,"{""0000000010"": 100}"
1 qubit test,0.8385164807134509,1,10,1.0,42,100,1,0.05058649236375206,1,0000000111,0.8490697823432206,0.8818196168050312,0.413066567714506,0.010553301629769751,0.11194467282544592,1860.89453125,250.90187239999977,,"{""0000000000"": 1, ""0000000110"": 7, ""0000000111"": 79, ""0000001000"": 4, ""0000001010"": 4, ""0000001101"": 1, ""0000001110"": 1, ""0000100100"": 1, ""1111111110"": 1, ""1111111111"": 1}"
1 qubit test,0.8385164807134509,1,10,1.0,42,100,10,0.05058649236375206,1,0000000111,0.8490697823432206,0.851495696007059,0.016981395646864413,0.010553301629769751,0.11194467282544592,1875.01953125,257.2210140999996,,"{""0000000111"": 98, ""0000001000"": 2}"
1 qubit test,0.8385164807134509,1,10,1.0,42,1000,1,0.015625,1,0000000010,0.7853981633974483,1.0485065481355922,2.3855006647093453,0.05311831731600258,0.03224198148434696,2222.8984375,2574.677281,,"{""0000000010"": 96, ""0000000011"": 1, ""0000000100"": 1, ""0000000101"": 1, ""0000111111"": 1}"
1 qubit test,0.8385164807134509,1,10,1.0,42,1000,10,0.015625,1,0000000010,0.7853981633974483,0.7853981633974471,1.2212453270876722e-15,0.05311831731600258,0.03224198148434696,2247.7421875,2586.8296499999997,,"{""0000000010"": 100}"
1 qubit test,0.8385164807134509,1,10,1.0,42,1000,1,0.028114301399530202,1,0000000100,0.872996709303984,0.9035515941296238,0.24110361099245217,0.034480228590533124,0.0594808360115417,2343.51953125,2553.6667388999995,,"{""0000000011"": 7, ""0000000100"": 88, ""0000000101"": 1, ""0000000111"": 2, ""0000001011"": 2}"
1 qubit test,0.8385164807134509,1,10,1.0,42,100,1,0.09102104915581175,1,0000001100,0.8426516734935349,0.930287447536863,0.3867835435286517,0.004135192780084007,0.21838947865310596,1899.5390625,254.4082343000009,,"{""0000000110"": 1, ""0000000111"": 1, ""0000001001"": 2, ""0000001010"": 4, ""0000001011"": 9, ""0000001100"": 32, ""0000001101"": 24, ""0000001110"": 8, ""0000001111"": 5, ""0000010000"": 1, ""0000010010"": 1, ""0000010100"": 1, ""0000010101"": 2, ""0000010110"": 1, ""0000011000"": 1, ""0000011001"": 2, ""0000011100"": 1, ""0000011101"": 2, ""0000110011"": 1, ""1111111110"": 1}"
1 qubit test,0.8385164807134509,1,10,1.0,42,100,10,0.09102104915581175,1,0000001100,0.8089456065537934,0.8298433680564328,0.04010313792662844,0.029570874159657423,0.21838947865310596,1925.41796875,260.77658789999805,,"{""0000001010"": 1, ""0000001011"": 1, ""0000001100"": 67, ""0000001101"": 28, ""0000001110"": 3}"
1 qubit test,0.8385164807134509,1,10,1.0,42,1000,10,0.028114301399530202,1,0000000100,0.872996709303984,0.8729967093039852,1.2212453270876722e-15,0.034480228590533124,0.0594808360115417,2353.44921875,2591.6357561000004,,"{""0000000100"": 100}"
1 qubit test,0.8385164807134509,1,10,1.0,42,1000,1,0.05058649236375206,1,0000000111,0.8490697823432206,0.6647003438915504,1.6636957647260462,0.010553301629769751,0.11194467282544592,2322.640625,2564.606012800001,,"{""0000000000"": 1, ""0000000011"": 1, ""0000000100"": 1, ""0000000101"": 1, ""0000000110"": 6, ""0000000111"": 80, ""0000001000"": 4, ""0000001001"": 2, ""0000001010"": 1, ""0000001110"": 1, ""1101111110"": 1, ""1111111100"": 1}"
