N Qubits,N Terms,Correct or Estimate,Value,N Points,time,shots
2,6,Correct,-2.15919750954153,0,100,0
2,6,Estimate,-1.1309934865825269,2,100,2048
2,6,Estimate,-2.0592484994489846,4,100,2048
2,6,Estimate,-2.0944070880194534,6,100,2048
2,6,Estimate,-1.9634317614533543,8,100,2048
2,6,Estimate,-1.923998618456312,10,100,2048
N Qubits,N Terms,Correct or Estimate,Value,N Points,time,shots
2,6,Correct,-2.15919750954153,0,100,0
2,6,Estimate,-1.2026563427407886,2,100,4096
2,6,Estimate,-2.145555064987143,4,100,4096
2,6,Estimate,-2.027399496263995,6,100,4096
2,6,Estimate,-2.0217067586598074,8,100,4096
2,6,Estimate,-1.9657859782516176,10,100,4096
N Qubits,N Terms,Correct or Estimate,Value,N Points,time,shots
2,6,Correct,-2.15919750954153,0,100,0
2,6,Estimate,-1.1486063508859783,2,100,8192
2,6,Estimate,-2.0148300347589685,4,100,8192
2,6,Estimate,-1.9744855456417094,6,100,8192
2,6,Estimate,-1.8400838900911378,8,100,8192
2,6,Estimate,-1.9542645271595938,10,100,8192
N Qubits,N Terms,Correct or Estimate,Value,N Points,time,shots
2,6,Correct,-2.15919750954153,0,500,0
2,6,Estimate,-1.16248364203762,2,500,2048
2,6,Estimate,-2.1086289369909528,4,500,2048
2,6,Estimate,-2.043738823541561,6,500,2048
2,6,Estimate,-1.980918270929377,8,500,2048
2,6,Estimate,-1.973266447421817,10,500,2048
N Qubits,N Terms,Correct or Estimate,Value,N Points,time,shots
2,6,Correct,-2.15919750954153,0,500,0
2,6,Estimate,-1.1424238930150454,2,500,4096
2,6,Estimate,-2.0831025719064624,4,500,4096
2,6,Estimate,-2.0451248962191713,6,500,4096
2,6,Estimate,-1.9999723095526392,8,500,4096
2,6,Estimate,-1.9582379947556667,10,500,4096
N Qubits,N Terms,Correct or Estimate,Value,N Points,time,shots
2,6,Correct,-2.15919750954153,0,500,0
2,6,Estimate,-1.1611795928499025,2,500,8192
