2,3,Estimate,-0.1643515670896094,2,1,4096
2,3,Estimate,-0.16525979804476315,4,1,4096
2,3,Estimate,-0.1468307235404287,2,1,4096
2,3,Estimate,-0.152799506251274,4,1,4096
2,3,Estimate,-0.16621147510465673,6,1,4096
2,3,Estimate,-0.16904269251431503,8,1,4096
2,3,Estimate,-0.16977993956689383,10,1,4096
2,3,Estimate,-0.1612117934268566,2,1,4096
2,3,Estimate,-0.15727238387418238,4,1,4096
2,3,Estimate,-0.16000495049951327,6,1,4096
2,3,Estimate,-0.15068726130839646,8,1,4096
2,3,Estimate,-0.15344335058783518,10,1,4096
2,3,Estimate,-0.1449611844551931,2,1,4096
2,3,Estimate,-0.15986548538583703,4,1,4096
2,3,Estimate,-0.16166836623875713,6,1,4096
2,3,Estimate,-0.13922138483201033,8,1,4096
2,3,Estimate,-0.13899187831398216,10,1,4096
2,3,Estimate,-3.3329567568785263,2,1,4096
2,3,Estimate,-3.4881223955567466,4,1,4096
2,3,Estimate,-3.5250311933215728,6,1,4096
2,3,Estimate,-2.9691649275442553,8,1,4096
2,3,Estimate,-1.4941687706042917,10,1,4096
2,3,Estimate,-3.8707608337313086,2,1,4096
2,3,Estimate,-2.875427646461691,4,1,4096
2,3,Estimate,-2.390483957735217,6,1,4096
2,3,Estimate,-1.7043031917378348,8,1,4096
2,3,Estimate,-1.9559693152530566,2,1,4096
2,3,Estimate,-4.861994081024615,4,1,4096
2,3,Estimate,-5.980453318147326,6,1,4096
2,3,Estimate,-2.1553237314370244,8,1,4096
2,3,Estimate,-5.164242196216254,2,1,4096
2,3,Estimate,-4.900845456124326,4,1,4096
2,3,Estimate,-4.939780840452802,6,1,4096
2,3,Estimate,-1.3467518060638528,8,1,4096
2,3,Estimate,-3.548337246877595,2,1,4096
2,3,Estimate,-2.7235210874643347,4,1,4096
2,3,Estimate,-6.128586002219465,6,1,4096
2,3,Estimate,-3.070724197232653,8,1,4096
2,3,Estimate,-5.136438794435827,2,1,4096
2,3,Estimate,-3.6370228924695645,4,1,4096
2,3,Estimate,-4.428750617057553,6,1,4096
2,3,Estimate,-3.5068718287050613,2,1,4096
2,3,Estimate,-2.3682595966376545,4,1,4096
2,3,Estimate,-5.173925449939782,2,1,4096
2,3,Estimate,-2.371809916614053,4,1,4096
2,3,Estimate,-0.035641084868530445,2,1,4096
2,3,Estimate,-0.05247229519085212,4,1,4096
2,3,Estimate,-3.898537228807724,2,100,4096
2,3,Estimate,-3.875587611938179,4,100,4096
2,3,Estimate,-0.03484463691218646,2,100,4096
2,3,Estimate,-3.523233840330774,2,100,4096
2,3,Estimate,-3.474483363750985,2,100,4096
2,3,Estimate,-3.499698042678211,4,100,4096
2,3,Estimate,-5.086576748925603,2,100,4096
2,3,Estimate,-10.066956905831969,4,100,4096
2,3,Estimate,-8.1340232491349,2,100,4096
2,3,Estimate,-16.398596111288455,4,100,4096
2,3,Estimate,151.47743896833205,2,100,4096
2,3,Estimate,2.136487215633447,2,100,4096
2,3,Estimate,-2.044247033381898,2,100,4096
2,3,Estimate,-3.4033084693432896,4,100,4096
2,3,Estimate,16.32377206239944,6,100,4096
2,3,Estimate,-2.186076260500325,2,100,4096
2,3,Estimate,-2.1177007446718097,2,100,4096
2,3,Estimate,-6.1031476863696374,4,100,4096
2,1,Estimate,1.6097201305495026,2,100,4096
2,1,Estimate,0.6097132612368906,2,100,4096
2,1,Estimate,0.6412891137512601,4,100,4096
2,1,Estimate,1.1121724118201881,6,100,4096
2,1,Estimate,0.5765185071994748,8,100,4096
2,1,Estimate,-0.6128030341019901,2,100,4096
2,1,Estimate,-0.6500998507465924,4,100,4096
2,1,Estimate,-1.3371014877659781,6,100,4096
2,1,Estimate,-0.5725772904191012,8,100,4096
